"name","name_1","lon","lat","pm25_mean","pm25_sd","pm25_q2.5","pm25_q97.5"
"Texcaltitlán","México",-99.9392985474132,18.939564311596,17.6328572059541,1.03887857181833,16.3940322819491,19.0111642797762
"Texcalyacac","México",-99.5064291036477,19.1296439998876,17.6459238659839,1.03818197369016,16.42316690308,19.0000561033897
"Texcoco","México",-98.8277922178493,19.4716241966501,17.7460932288242,1.03389217361872,16.6343620640152,18.9379016970904
"Tezoyuca","México",-98.9310083626662,19.5968652841366,17.5186860556809,1.03010887419338,16.5421134986694,18.5980657980588
"Tianguistenco","México",-99.432163793368,19.1623001990253,17.6686726323551,1.03700769711155,16.4653339152382,18.9830796859217
"Timilpan","México",-99.7180415895398,19.8963457821424,17.6332207826594,1.03886149716476,16.3948551927969,19.0103994817059
"Tlalmanalco","México",-98.7319696777355,19.2089023269743,17.7200713554157,1.03793635228294,16.5024370167811,19.0723452882543
"Tlalnepantla de Baz","México",-99.1701463548761,19.5427453248915,18.9492214910236,1.02138911530131,18.1764848941153,19.7426788742739
"Tlatlaya","México",-100.257083171313,18.5444826348227,17.6328187496632,1.03888056770274,16.3939119934763,19.0111959279658
"Toluca","México",-99.6664054974013,19.2970886742649,17.6357553248018,1.03868449752625,16.4027063671043,19.0061482700829
"Tonanitla","México",-99.0583652236375,19.6818359386014,17.3010388785768,1.02856005052513,16.3980127088882,18.285745083622
"Tonatico","México",-99.6375592478019,18.7809034876277,17.633147190284,1.03886862606647,16.3947198290588,19.011143649536
"Tultepec","México",-99.1196483037887,19.6793050500025,17.5743494863742,1.02918039447366,16.6182693440385,18.5952649108002
"Tultitlán","México",-99.1452884268194,19.6262095047422,18.0097888153491,1.02562742519865,17.1469694924366,18.9492239965433
"Valle de Bravo","México",-100.121950261168,19.1777677499075,17.6328294014532,1.03887997728339,16.3939457903507,19.0111827224529
"Valle de Chalco Solidaridad","México",-98.9483603376543,19.276389314001,19.0584100059884,1.02700677709791,18.1055166042352,20.0755923486673
"Villa de Allende","México",-100.137563722085,19.3872429603488,17.6328327220956,1.03887994185103,16.3939488981261,19.0111813285727
"Villa del Carbón","México",-99.4784326292626,19.7210614153013,17.6602001176869,1.03820506826543,16.4332875574797,19.0002085628307
"Villa Guerrero","México",-99.6877294913264,18.9742990946372,17.6336096292876,1.03884323847435,16.3962393212628,19.0107350614847
"Villa Victoria","México",-99.9921342548284,19.4427502536028,17.6329090745705,1.0388768013945,16.394136998941,19.0111085197986
"Xalatlaco","México",-99.3592706389747,19.1652452232138,17.7242187271914,1.03496680910799,16.5630382102152,18.9763737299536
"Xonacatlán","México",-99.467598732094,19.436951056515,17.6784882435319,1.03670634343785,16.4921710395239,18.9803364880565
"Zacazonapan","México",-100.256110299591,19.0608296260008,17.6328201675765,1.03888048838124,16.3939165662687,19.0111942350138
"Zacualpan","México",-99.8128110457008,18.7158201778574,17.6328555036786,1.03887911425352,16.3940077587351,19.0111853995615
"Zinacantepec","México",-99.7977031105797,19.2154040427574,17.6333556992182,1.03884691490093,16.3957865923973,19.01041726586
"Zumpahuacán","México",-99.5540893454374,18.8001173934875,17.6336282712529,1.03885293168283,16.3958180236609,19.0111347746485
"Zumpango","México",-99.0718205573022,19.8091067884574,16.3236523901558,1.02774475149999,15.4503421616364,17.1906549319446
